34.0,2882
59.0,3034
1276.0,1066
1762.0,606
2641.0,1909
3551.0,3965
5457.0,3742
6569.0,4057
8533.0,3994
9856.0,66
10852.0,4421
11063.0,3405
12915.0,2400
13291.0,38
13516.0,4382
14567.0,2656
14957.0,414
15429.0,2766
15698.0,939
16053.0,4279
16255.0,970
17246.0,4694
18183.0,4246
18203.0,3061
19103.0,185
19224.0,2008
19794.0,1953
20332.0,1853
20351.0,1465
20380.0,3920
21184.0,1347
21990.0,3679
21995.0,2409
22335.0,4664
22520.0,3369
22647.0,3623
22726.0,251
23679.0,2576
23703.0,4002
23831.0,449
23982.0,400
24063.0,1225
24286.0,324
24354.0,1739
24403.0,1784
25351.0,48
26296.0,786
26336.0,181
27315.0,1740
26081.0,4047
26200.0,3631
26277.0,4154
26468.0,4674
28394.0,4985
28424.0,522
28624.0,4902
28162.0,28
28242.0,192
28605.0,3832
28675.0,3201
28727.0,73
29101.0,2386
29151.0,3423
29324.0,4297
29455.0,3792
29646.0,4748
30051.0,2498
30211.0,4667
30672.0,1768
30756.0,3194
30803.0,2263
31102.0,3952
31170.0,4071
31386.0,181
31478.0,3903
31576.0,181
32129.0,3125
32152.0,1771
32251.0,4980
32601.0,4048
33375.0,2622
33785.0,321
34126.0,1856
34367.0,3651
34374.0,2229
34040.0,3457
34373.0,2633
34757.0,959
34807.0,2558
35143.0,3347
35078.0,2011
35281.0,4935
35499.0,2213
35903.0,44
35927.0,1708
36282.0,633
36307.0,3592
36353.0,4142
36941.0,355
37209.0,3160
37042.0,4815
37382.0,2902
37390.0,1707
37545.0,1781
38046.0,2142
38094.0,3677
38183.0,3278
38251.0,3610
38783.0,4202
39243.0,4681
39510.0,4783
40252.0,185
40485.0,4444
40278.0,2900
40473.0,4568
40624.0,166
41265.0,2537
41230.0,3955
41638.0,3530
41939.0,1135
42618.0,4874
42150.0,2953
42194.0,2159
42414.0,292
42725.0,1877
43108.0,1899
43243.0,4579
43328.0,1633
43598.0,3813
44646.0,1465
44679.0,4711
45036.0,4656
45274.0,980
45018.0,1517
45225.0,3929
45710.0,968
45882.0,415
46071.0,1828
46223.0,3128
46498.0,4287
47220.0,1789
47258.0,3103
47567.0,1301
48278.0,1353
48942.0,2088
49094.0,3125
49214.0,456
49303.0,4414
50022.0,3644
50115.0,4516
50578.0,4329
51054.0,139
51191.0,2281
51235.0,1765
52109.0,3999
52406.0,1780
52435.0,1137
53175.0,3937
54485.0,3811
54310.0,842
54311.0,1765
54550.0,206
54586.0,1297
55327.0,1131
57411.0,2322
57433.0,4543
56221.0,4576
56705.0,777
56886.0,3412
56905.0,4009
56921.0,3417
57243.0,4693
57359.0,4780
57549.0,1863
58126.0,3346
58328.0,4036
58044.0,1872
58481.0,3758
58636.0,651
58652.0,1324
58851.0,3192
59269.0,4788
59346.0,2187
59370.0,2531
59785.0,2644
59883.0,1962
60043.0,3891
60110.0,3779
60173.0,3821
60229.0,3014
60300.0,3487
60483.0,3680
61415.0,327
61823.0,3744
61931.0,3059
62010.0,3316
62193.0,1726
62044.0,1215
62401.0,4162
62423.0,3153
62561.0,4032
62607.0,3672
63135.0,1574
63032.0,3673
63464.0,325
63616.0,882
63756.0,1829
63860.0,938
63869.0,4442
63939.0,1625
64164.0,1195
64208.0,1405
64298.0,2628
64379.0,2707
64426.0,724
64526.0,1516
64603.0,4588
65046.0,4611
65093.0,2587
65562.0,550
65762.0,4240
66256.0,3564
66295.0,4126
66313.0,3108
66229.0,3139
66380.0,2412
66469.0,840
66754.0,4861
66855.0,4094
66963.0,4573
67169.0,860
67146.0,3207
67236.0,4282
67409.0,406
67565.0,3659
67596.0,3590
67696.0,2719
67796.0,272
67833.0,4968
68018.0,3766
68397.0,583
68460.0,2
68536.0,2318
68542.0,2440
68883.0,995
68916.0,4851
69165.0,867
69241.0,4675
69352.0,4665
69362.0,3771
69493.0,2151
69606.0,2731
69763.0,3774
70738.0,143
70834.0,2097
70844.0,1980
71092.0,4095
71130.0,3112
71228.0,431
71352.0,2830
71017.0,2039
71155.0,4229
71218.0,4036
71444.0,4001
71470.0,3961
71755.0,582
71790.0,412
72052.0,1778
72244.0,453
72293.0,3989
72435.0,3611
72551.0,2210
72608.0,1944
72779.0,622
73009.0,1195
73039.0,351
73441.0,4012
73599.0,2743
73749.0,722
73889.0,2586
73968.0,1875
74131.0,2350
74325.0,4487
74351.0,3759
74733.0,4358
74774.0,329
74942.0,3273
75207.0,1582
75447.0,942
75752.0,682
75903.0,2095
76501.0,2964
76543.0,1120
76766.0,3363
77029.0,2848
76002.0,762
76028.0,4747
76057.0,4016
76185.0,3996
76457.0,1203
76504.0,4824
76512.0,1440
77071.0,1386
77096.0,1187
77217.0,4817
77284.0,3093
77396.0,4823
77477.0,3318
78051.0,1430
78051.0,648
78374.0,1064
78455.0,2109
78829.0,2151
78854.0,4477
78892.0,2437
79058.0,584
79706.0,1496
80193.0,3455
80702.0,3532
80752.0,2813
80779.0,2890
80935.0,1101
80947.0,4289
81006.0,2205
80050.0,2144
80124.0,4133
80206.0,1039
80351.0,3823
80505.0,4861
80541.0,625
80562.0,4536
80573.0,2922
81102.0,2064
81306.0,4612
81361.0,3152
81953.0,2504
82020.0,3697
82056.0,3801
82304.0,2970
82596.0,1248
82031.0,1976
82220.0,3926
82373.0,4882
82571.0,4959
82580.0,992
82665.0,1275
82919.0,90
83035.0,4041
83379.0,1432
83631.0,1795
83706.0,2402
83814.0,4109
83818.0,474
83998.0,2201
84108.0,2652
84307.0,1962
84056.0,154
84113.0,2285
84181.0,3062
84197.0,2815
84567.0,706
84607.0,2639
84931.0,1423
84995.0,79
85072.0,206
85145.0,4199
85450.0,2541
85451.0,3699
85535.0,2806
85545.0,4455
85664.0,1389
85691.0,429
86271.0,1247
86327.0,2609
86444.0,442
86512.0,106
86517.0,888
86731.0,169
86837.0,824
86856.0,3242
87020.0,3507
87042.0,2406
87065.0,2804
87163.0,1399
87165.0,465
87332.0,1029
87368.0,2838
87476.0,1650
87530.0,593
88195.0,3658
88227.0,585
88249.0,1497
88268.0,4315
88338.0,522
88509.0,4877
88788.0,1429
88955.0,3183
89043.0,355
89044.0,4343
89047.0,3284
89094.0,3149
89101.0,750
89211.0,2556
89260.0,4044
89359.0,1824
89381.0,955
89389.0,3118
90192.0,4688
90227.0,4952
90255.0,4283
90459.0,1876
90501.0,1182
90635.0,1883
90715.0,2195
90787.0,4746
90801.0,1902
91329.0,1502
91440.0,4763
91541.0,1019
91555.0,3915
91587.0,1394
91734.0,1586
91812.0,1017
91969.0,1272
92114.0,4712
92027.0,4043
92082.0,2731
92194.0,980
92236.0,71
92344.0,3057
92368.0,68
92431.0,4629
92466.0,4718
92505.0,4536
93028.0,900
93107.0,4707
93136.0,4846
93237.0,468
93405.0,3785
93865.0,2219
